charge_off,mth_code,snapshot,account_status_code,active,bank_fico_buckets_20,ever_delinquent_flg,industry,mob,stmt_balance,prev_balance,balance_decrease,month_diff,industry_A,industry_B,industry_C
0,202001,202001,1,1,12.0,0.0,B,3,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,9.0,0.0,B,32,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,9.0,0.0,C,162,0.0,1382.08,1382.08,0,0,0,1
0,202001,202001,1,1,12.0,0.0,A,407,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,4.0,0.0,C,242,0.0,1123.0,1123.0,0,0,0,1
0,202001,202001,1,1,10.0,0.0,B,71,43.32,0.0,-43.32,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,2,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,21,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,24,914.4,1684.35,769.9499999999999,0,0,1,0
0,202001,202001,1,1,7.0,1.0,B,11,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,9.0,0.0,B,51,0.0,124.71,124.71,0,0,1,0
0,202001,202001,1,1,5.0,0.0,B,54,0.0,163.51,163.51,0,0,1,0
0,202001,202001,0,1,6.0,0.0,A,64,734.39,4883.53,4149.139999999999,0,1,0,0
0,202001,202001,0,1,5.0,0.0,A,146,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,6,1500.0,1874.01,374.01,0,0,1,0
0,202001,202001,0,1,6.0,0.0,B,33,31.81,2076.15,2044.3400000000001,0,0,1,0
0,202001,202001,1,1,11.0,0.0,A,401,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,6.0,0.0,C,20,0.0,5027.69,5027.69,0,0,0,1
0,202001,202001,0,1,12.0,1.0,C,29,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,7.0,0.0,A,142,0.0,61.73,61.73,0,1,0,0
0,202001,202001,1,1,12.0,1.0,C,92,896.0,4351.31,3455.3100000000004,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,179,0.0,540.0,540.0,0,0,1,0
0,202001,202001,1,1,6.0,0.0,B,92,2860.0,955.0,-1905.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,65,567.49,0.0,-567.49,0,0,1,0
0,202001,202001,1,1,10.0,0.0,C,16,249.63,6017.29,5767.66,0,0,0,1
0,202001,202001,1,1,6.0,1.0,B,57,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,6.0,0.0,B,15,2418.24,0.0,-2418.24,0,0,1,0
0,202001,202001,1,1,7.0,0.0,B,48,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,7.0,0.0,B,43,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,11.0,0.0,C,10,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,1.0,A,12,272.86,833.67,560.81,0,1,0,0
0,202001,202001,0,1,1.0,0.0,B,8,1230.0,0.0,-1230.0,0,0,1,0
0,202001,202001,0,1,5.0,0.0,A,22,975.94,64.51,-911.4300000000001,0,1,0,0
0,202001,202001,1,1,9.0,0.0,A,36,7108.44,0.0,-7108.44,0,1,0,0
0,202001,202001,0,1,12.0,1.0,B,55,2407.33,491.09,-1916.24,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,353,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,8.0,0.0,C,15,0.0,27.08,27.08,0,0,0,1
0,202001,202001,1,1,8.0,0.0,A,99,0.0,286.38,286.38,0,1,0,0
0,202001,202001,1,1,5.0,0.0,B,4,867.02,0.0,-867.02,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,123,1511.41,0.0,-1511.41,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,56,1580.41,0.0,-1580.41,0,0,1,0
0,202001,202001,0,1,8.0,0.0,B,8,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,41,1572.21,0.0,-1572.21,0,1,0,0
0,202001,202001,1,1,6.0,0.0,A,26,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,9.0,0.0,C,5,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,65,0.0,3678.0,3678.0,0,0,1,0
0,202001,202001,1,1,11.0,0.0,A,2,2839.77,0.0,-2839.77,0,1,0,0
0,202001,202001,1,1,1.0,1.0,B,54,0.0,108.99,108.99,0,0,1,0
0,202001,202001,1,1,8.0,0.0,C,14,1334.71,3000.0,1665.29,0,0,0,1
0,202001,202001,0,1,11.0,0.0,A,17,173.86,0.0,-173.86,0,1,0,0
0,202001,202001,1,1,8.0,0.0,B,24,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,5,0.0,987.98,987.98,0,1,0,0
0,202001,202001,1,1,7.0,1.0,B,43,0.0,771.95,771.95,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,37,0.0,550.0,550.0,0,0,1,0
0,202001,202001,0,1,3.0,0.0,B,28,4346.0,1138.87,-3207.13,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,77,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,8.0,0.0,A,66,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,0.0,C,86,396.01,0.0,-396.01,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,35,710.1,0.0,-710.1,0,0,1,0
0,202001,202001,0,1,8.0,0.0,B,25,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,7.0,0.0,B,113,103.95,0.0,-103.95,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,14,79.93,2081.4,2001.47,0,0,0,1
0,202001,202001,1,1,5.0,0.0,B,10,0.0,3644.9,3644.9,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,38,13115.27,46.79,-13068.48,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,8,0.0,133.52,133.52,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,197,4311.64,0.0,-4311.64,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,71,0.0,1820.11,1820.11,0,1,0,0
0,202001,202001,1,1,11.0,0.0,A,45,0.0,1545.29,1545.29,0,1,0,0
0,202001,202001,1,1,9.0,0.0,A,16,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,9.0,0.0,C,32,3381.32,0.0,-3381.32,0,0,0,1
0,202001,202001,1,1,9.0,0.0,B,62,635.86,0.0,-635.86,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,17,709.63,0.0,-709.63,0,1,0,0
0,202001,202001,0,1,9.0,0.0,B,3,4584.16,132.0,-4452.16,0,0,1,0
0,202001,202001,0,1,6.0,0.0,A,19,702.74,0.0,-702.74,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,21,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,16,913.13,1806.14,893.0100000000001,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,11,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,8.0,0.0,A,10,0.0,3795.66,3795.66,0,1,0,0
0,202001,202001,0,1,5.0,1.0,B,75,527.24,1499.89,972.6500000000001,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,23,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,29,5582.58,378.43,-5204.15,0,1,0,0
0,202001,202001,1,1,12.0,0.0,A,2,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,104,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,36,593.61,0.0,-593.61,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,45,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,11.0,0.0,B,83,0.0,997.74,997.74,0,0,1,0
0,202001,202001,1,1,9.0,1.0,B,19,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,17,19.51,2001.09,1981.58,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,28,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,1.0,A,37,3097.51,0.0,-3097.51,0,1,0,0
0,202001,202001,1,1,11.0,0.0,B,23,0.0,2108.59,2108.59,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,28,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,104,1556.49,327.54,-1228.95,0,1,0,0
0,202001,202001,1,1,5.0,0.0,B,17,0.0,586.18,586.18,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,35,1000.04,0.0,-1000.04,0,0,0,1
0,202001,202001,1,1,12.0,0.0,C,16,1269.88,228.59,-1041.2900000000002,0,0,0,1
0,202001,202001,0,1,12.0,0.0,B,94,0.0,1085.0,1085.0,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,58,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,31,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,7.0,0.0,C,69,1308.18,0.0,-1308.18,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,156,99.15,0.0,-99.15,0,0,1,0
0,202001,202001,1,1,6.0,0.0,B,29,0.0,460.14,460.14,0,0,1,0
0,202001,202001,1,1,10.0,1.0,A,25,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,12.0,0.0,A,50,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,8.0,0.0,B,27,3055.07,69.47,-2985.6000000000004,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,34,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,187,1278.18,0.0,-1278.18,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,48,1106.55,1544.94,438.3900000000001,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,3,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,5.0,0.0,B,54,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,33,1829.0,0.0,-1829.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,A,68,362.0,157.49,-204.51,0,1,0,0
0,202001,202001,0,1,9.0,0.0,B,44,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,7.0,0.0,A,16,0.0,59.0,59.0,0,1,0,0
0,202001,202001,0,1,4.0,0.0,B,20,0.0,287.31,287.31,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,155,598.49,1971.41,1372.92,0,0,0,1
0,202001,202001,1,1,12.0,0.0,C,8,66.94,942.36,875.4200000000001,0,0,0,1
0,202001,202001,0,1,0.0,0.0,B,21,191.06,2197.0,2005.94,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,3,167.2,121.01,-46.18999999999998,0,0,1,0
0,202001,202001,1,1,8.0,0.0,C,116,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,8.0,0.0,B,27,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,27,2029.97,-19.14,-2049.11,0,0,0,1
0,202001,202001,1,1,7.0,0.0,B,46,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,7.0,0.0,A,2,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,8.0,0.0,B,161,2196.17,185.28,-2010.89,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,119,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,115,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,13,195.0,650.0,455.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,30,-384.5,0.0,384.5,0,1,0,0
0,202001,202001,0,1,7.0,0.0,C,6,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,46,272.11,0.0,-272.11,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,16,0.0,1534.72,1534.72,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,57,0.0,4252.42,4252.42,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,21,3352.0,0.0,-3352.0,0,0,0,1
0,202001,202001,1,1,0.0,1.0,C,45,7575.16,0.0,-7575.16,0,0,0,1
0,202001,202001,1,1,8.0,0.0,A,21,3575.14,0.0,-3575.14,0,1,0,0
0,202001,202001,0,1,12.0,0.0,C,28,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,2.0,0.0,B,26,1529.0,599.18,-929.82,0,0,1,0
0,202001,202001,0,1,7.0,0.0,C,15,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,45,619.0,0.0,-619.0,0,0,1,0
0,202001,202001,0,1,4.0,0.0,C,28,0.0,1290.18,1290.18,0,0,0,1
0,202001,202001,1,1,5.0,0.0,B,232,3198.27,2340.53,-857.7399999999998,0,0,1,0
0,202001,202001,1,1,7.0,0.0,C,23,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,7.0,0.0,B,107,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,19,1461.84,0.0,-1461.84,0,0,1,0
0,202001,202001,1,1,6.0,1.0,B,38,1483.03,236.77,-1246.26,0,0,1,0
0,202001,202001,1,1,11.0,0.0,A,8,52.91,0.0,-52.91,0,1,0,0
0,202001,202001,1,1,9.0,0.0,B,47,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,8.0,0.0,B,88,10678.0,0.0,-10678.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,29,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,5.0,0.0,B,187,0.0,5292.35,5292.35,0,0,1,0
0,202001,202001,1,1,11.0,1.0,B,41,869.18,875.58,6.400000000000091,0,0,1,0
0,202001,202001,1,1,4.0,0.0,B,55,0.0,2569.92,2569.92,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,42,210.95,0.0,-210.95,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,18,37.07,0.0,-37.07,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,37,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,8.0,0.0,A,364,0.0,276.31,276.31,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,12,490.53,1517.4,1026.8700000000001,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,49,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,10.0,0.0,A,19,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,0.0,A,167,2863.75,0.0,-2863.75,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,32,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,11.0,0.0,B,32,926.44,0.0,-926.44,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,9,2083.6,1612.24,-471.3599999999999,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,38,325.18,36.8,-288.38,0,1,0,0
0,202001,202001,1,1,9.0,0.0,A,26,0.0,596.56,596.56,0,1,0,0
0,202001,202001,1,1,5.0,0.0,A,6,0.0,144.37,144.37,0,1,0,0
0,202001,202001,0,1,2.0,0.0,B,61,1132.02,1827.77,695.75,0,0,1,0
0,202001,202001,1,1,3.0,0.0,B,37,0.0,2000.0,2000.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,25,582.3,0.0,-582.3,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,18,3726.64,2145.1,-1581.54,0,0,1,0
0,202001,202001,1,1,12.0,1.0,A,13,0.0,39.09,39.09,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,23,3503.19,6893.37,3390.18,0,0,1,0
0,202001,202001,0,1,6.0,1.0,B,14,2398.55,0.0,-2398.55,0,0,1,0
0,202001,202001,1,1,7.0,0.0,A,37,0.0,1428.49,1428.49,0,1,0,0
0,202001,202001,0,1,12.0,0.0,A,32,2561.6,529.59,-2032.0099999999998,0,1,0,0
0,202001,202001,0,1,7.0,0.0,A,31,0.0,0.0,0.0,0,1,0,0
0,202001,202001,0,1,11.0,0.0,B,44,0.0,42.08,42.08,0,0,1,0
0,202001,202001,0,1,7.0,0.0,A,43,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,1.0,C,99,0.0,3120.12,3120.12,0,0,0,1
0,202001,202001,0,1,7.0,0.0,B,36,1330.0,0.0,-1330.0,0,0,1,0
0,202001,202001,1,1,4.0,0.0,B,22,159.08,216.46,57.379999999999995,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,5,0.0,3284.34,3284.34,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,268,756.72,0.0,-756.72,0,0,1,0
0,202001,202001,1,1,9.0,0.0,C,35,468.0,0.0,-468.0,0,0,0,1
0,202001,202001,0,1,5.0,0.0,A,67,234.74,0.0,-234.74,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,14,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,40,180.95,1362.86,1181.9099999999999,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,3,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,11.0,1.0,A,44,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,7.0,0.0,B,19,553.15,71.22,-481.92999999999995,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,49,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,0.0,C,11,0.0,1234.31,1234.31,0,0,0,1
0,202001,202001,1,1,10.0,0.0,B,92,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,15,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,7,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,9.0,0.0,A,21,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,10.0,0.0,C,9,0.0,900.0,900.0,0,0,0,1
0,202001,202001,1,1,11.0,0.0,A,44,0.0,339.58,339.58,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,38,45.66,0.0,-45.66,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,115,0.0,691.38,691.38,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,57,977.69,0.0,-977.69,0,0,0,1
0,202001,202001,0,1,7.0,0.0,B,367,0.0,318.9,318.9,0,0,1,0
0,202001,202001,1,1,6.0,0.0,B,31,2913.69,-100.0,-3013.69,0,0,1,0
0,202001,202001,1,1,9.0,0.0,A,9,660.89,820.42,159.52999999999997,0,1,0,0
0,202001,202001,0,1,10.0,0.0,A,9,935.26,839.0,-96.25999999999999,0,1,0,0
0,202001,202001,1,1,6.0,0.0,A,51,5702.37,0.0,-5702.37,0,1,0,0
0,202001,202001,1,1,12.0,0.0,B,119,67.79,0.0,-67.79,0,0,1,0
0,202001,202001,0,1,10.0,0.0,C,34,0.0,3173.17,3173.17,0,0,0,1
0,202001,202001,1,1,12.0,1.0,B,3,827.48,45.0,-782.48,0,0,1,0
0,202001,202001,1,1,7.0,0.0,A,17,677.09,0.0,-677.09,0,1,0,0
0,202001,202001,1,1,7.0,0.0,C,33,1538.49,632.71,-905.78,0,0,0,1
0,202001,202001,1,1,9.0,0.0,C,80,1042.21,0.0,-1042.21,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,18,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,8.0,1.0,B,3,1055.96,0.0,-1055.96,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,33,644.71,100.0,-544.71,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,22,0.0,953.84,953.84,0,0,0,1
0,202001,202001,0,1,11.0,1.0,C,12,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,6.0,0.0,B,3,1265.0,897.87,-367.13,0,0,1,0
0,202001,202001,1,1,5.0,0.0,A,21,606.28,0.0,-606.28,0,1,0,0
0,202001,202001,0,1,12.0,0.0,A,104,3116.89,831.93,-2284.96,0,1,0,0
0,202001,202001,1,1,12.0,0.0,A,33,0.0,7430.23,7430.23,0,1,0,0
0,202001,202001,1,1,10.0,0.0,B,142,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,36,1022.2,2333.16,1310.9599999999998,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,26,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,80,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,22,0.0,3700.0,3700.0,0,0,0,1
0,202001,202001,1,1,8.0,1.0,B,33,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,C,13,0.0,2075.01,2075.01,0,0,0,1
0,202001,202001,1,1,9.0,0.0,B,12,0.0,962.01,962.01,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,18,1238.29,0.0,-1238.29,0,0,1,0
0,202001,202001,0,1,5.0,0.0,C,76,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,12.0,0.0,B,346,1994.25,0.0,-1994.25,0,0,1,0
0,202001,202001,0,1,4.0,1.0,A,183,0.0,315.45,315.45,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,45,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,14,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,12.0,0.0,A,65,1454.87,85.0,-1369.87,0,1,0,0
0,202001,202001,0,1,6.0,0.0,B,41,1054.74,0.0,-1054.74,0,0,1,0
0,202001,202001,0,1,5.0,0.0,B,32,0.0,800.0,800.0,0,0,1,0
0,202001,202001,0,1,9.0,0.0,B,25,4816.06,0.0,-4816.06,0,0,1,0
0,202001,202001,1,1,10.0,0.0,A,12,647.45,0.0,-647.45,0,1,0,0
0,202001,202001,1,1,12.0,0.0,C,100,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,7.0,0.0,B,24,0.0,625.24,625.24,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,60,1653.01,1313.2,-339.80999999999995,0,1,0,0
0,202001,202001,1,1,10.0,0.0,B,86,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,1.0,B,15,2057.52,624.02,-1433.5,0,0,1,0
0,202001,202001,0,1,6.0,0.0,B,17,0.0,1130.0,1130.0,0,0,1,0
0,202001,202001,1,1,7.0,0.0,A,89,6062.83,0.0,-6062.83,0,1,0,0
0,202001,202001,1,1,7.0,0.0,A,114,0.0,0.0,0.0,0,1,0,0
0,202001,202001,1,1,8.0,0.0,B,31,61.65,0.0,-61.65,0,0,1,0
0,202001,202001,0,1,9.0,0.0,C,155,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,7.0,0.0,B,18,291.07,1496.0,1204.93,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,46,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,5.0,0.0,C,108,0.0,426.0,426.0,0,0,0,1
0,202001,202001,0,1,5.0,0.0,B,24,1970.59,0.0,-1970.59,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,50,1124.36,2329.76,1205.4000000000003,0,0,1,0
0,202001,202001,1,1,11.0,0.0,B,56,214.0,1882.99,1668.99,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,59,700.0,0.0,-700.0,0,0,1,0
0,202001,202001,1,1,5.0,1.0,B,177,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,41,1149.03,0.0,-1149.03,0,1,0,0
0,202001,202001,1,1,12.0,0.0,C,37,192.27,207.95,15.679999999999978,0,0,0,1
0,202001,202001,0,1,12.0,0.0,C,40,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,0.0,C,9,46.6,0.0,-46.6,0,0,0,1
0,202001,202001,1,1,12.0,1.0,C,178,0.0,0.0,0.0,0,0,0,1
0,202001,202001,0,1,12.0,1.0,B,37,2217.95,0.0,-2217.95,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,441,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,C,11,0.0,4468.0,4468.0,0,0,0,1
0,202001,202001,0,1,7.0,0.0,B,54,83.96,181.97,98.01,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,8,745.24,0.0,-745.24,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,15,0.0,279.99,279.99,0,0,1,0
0,202001,202001,1,1,9.0,0.0,B,15,4458.82,0.0,-4458.82,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,29,69.0,0.0,-69.0,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,33,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,40,0.0,86.61,86.61,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,162,1173.36,858.1,-315.2599999999999,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,6,0.0,2211.01,2211.01,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,42,918.3,0.0,-918.3,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,17,250.16,643.97,393.81000000000006,0,0,1,0
0,202001,202001,0,1,0.0,1.0,C,40,0.0,0.0,0.0,0,0,0,1
0,202001,202001,1,1,12.0,0.0,B,6,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,1.0,B,119,8188.45,0.0,-8188.45,0,0,1,0
0,202001,202001,1,1,8.0,0.0,B,368,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,10.0,0.0,B,26,0.0,3105.16,3105.16,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,90,736.77,2456.51,1719.7400000000002,0,0,0,1
0,202001,202001,0,1,12.0,0.0,B,7,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,31,0.0,1608.4,1608.4,0,0,1,0
0,202001,202001,1,1,12.0,1.0,B,23,0.0,0.0,0.0,0,0,1,0
0,202001,202001,0,1,8.0,0.0,B,18,0.0,911.28,911.28,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,21,1633.0,0.0,-1633.0,0,0,1,0
0,202001,202001,1,1,12.0,1.0,B,6,110.51,0.0,-110.51,0,0,1,0
0,202001,202001,1,1,12.0,0.0,A,12,1674.09,2118.25,444.1600000000001,0,1,0,0
0,202001,202001,0,1,9.0,0.0,B,15,-30.0,0.0,30.0,0,0,1,0
0,202001,202001,0,1,11.0,1.0,B,32,4080.9,0.0,-4080.9,0,0,1,0
0,202001,202001,0,1,12.0,0.0,A,72,130.54,0.0,-130.54,0,1,0,0
0,202001,202001,0,1,12.0,0.0,B,29,2545.67,89.62,-2456.05,0,0,1,0
0,202001,202001,1,1,6.0,0.0,B,7,0.0,637.78,637.78,0,0,1,0
0,202001,202001,1,1,8.0,0.0,A,90,0.0,313.99,313.99,0,1,0,0
0,202001,202001,1,1,7.0,0.0,B,401,4016.27,2345.28,-1670.9899999999998,0,0,1,0
0,202001,202001,1,1,8.0,1.0,B,33,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,C,66,0.0,24.0,24.0,0,0,0,1
0,202001,202001,1,1,6.0,0.0,B,18,938.62,0.0,-938.62,0,0,1,0
0,202001,202001,0,1,12.0,0.0,B,15,2100.47,0.0,-2100.47,0,0,1,0
0,202001,202001,0,1,10.0,0.0,B,16,0.0,0.0,0.0,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,7,1018.39,390.05,-628.3399999999999,0,0,1,0
0,202001,202001,1,1,12.0,0.0,B,22,0.0,0.0,0.0,0,0,1,0
